address_name,enforcement_proceedings,property_type,inspections_opendate,inspections_closeddate,violations_item_number,date_num,violation
Minerva,No,Low Rise,2024-01-10,2024-01-10,0,0,0
Woolner,No,High Rise,2024-05-17,2024-05-22,0,5,0
Eglinton,No,High Rise,2024-10-08,2024-10-08,0,0,0
Mill,No,High Rise,2024-06-12,2024-08-20,3,69,1
Sherwood,No,Low Rise,2024-07-23,2024-07-23,0,0,0
Omni,No,High Rise,2024-05-08,2024-05-09,0,1,0
Lillian,No,High Rise,2024-08-08,2024-08-08,0,0,0
Weston,No,High Rise,2024-04-02,2024-04-02,0,0,0
Adanac,No,High Rise,2024-03-13,2024-03-19,0,6,0
Crescent,No,High Rise,2024-04-26,2024-04-26,0,0,0
Deauville,No,High Rise,2023-11-23,2024-02-21,3,90,1
Stong,No,High Rise,2024-08-15,2024-10-11,1,57,1
Balliol,No,High Rise,2024-05-28,2024-07-04,1,37,1
Balliol,No,High Rise,2024-05-28,2024-07-04,2,37,1
Glen Everest,No,High Rise,2024-05-08,2024-05-08,0,0,0
Lawrence,No,Low Rise,2024-01-23,2024-01-23,0,0,0
Simcoe,No,High Rise,2024-07-18,2024-08-09,0,22,0
Bloor,No,High Rise,2024-02-15,2024-05-17,3,92,1
Queens Quay,No,Low Rise,2024-04-03,2024-06-18,3,76,1
Weston,No,High Rise,2024-01-02,2024-01-18,0,16,0
Kennedy,No,High Rise,2024-01-10,2024-01-10,0,0,0
Thunder,No,High Rise,2024-07-10,2024-07-11,0,1,0
Bayview,No,High Rise,2024-04-22,2024-08-21,1,121,1
Gilder,No,Low Rise,2024-01-05,2024-01-19,0,14,0
St Patrick,No,High Rise,2024-08-27,2024-09-12,0,16,0
Victoria,No,High Rise,2024-10-01,2024-11-05,4,35,1
The Kingsway,No,High Rise,2024-02-02,2024-05-13,2,101,1
Lawton,No,High Rise,2024-08-29,2024-09-24,3,26,1
Teesdale,No,High Rise,2024-09-05,2024-10-04,0,29,0
Elm Ridge,No,High Rise,2024-04-17,2024-07-16,3,90,1
Thorncliffe Park,No,High Rise,2024-04-17,2024-04-17,0,0,0
Parkwoods Village,No,High Rise,2024-02-07,2024-02-21,1,14,1
Holly,No,High Rise,2024-08-07,2024-10-01,2,55,1
Warrender,No,High Rise,2024-09-24,2024-09-30,0,6,0
Wynford Heights,No,High Rise,2024-04-02,2024-05-23,3,51,1
Wynford Heights,No,High Rise,2024-04-02,2024-05-23,6,51,1
Woolner,No,High Rise,2024-02-14,2024-03-20,4,35,1
York Mills,No,High Rise,2023-11-14,2024-01-30,12,77,1
Deerlick,No,High Rise,2024-02-14,2024-03-12,0,27,0
Kingston,No,Low Rise,2024-06-28,2024-09-12,1,76,1
Scarlett,No,High Rise,2024-05-22,2024-09-13,3,114,1
Raglan,No,High Rise,2024-05-08,2024-06-25,6,48,1
Concorde,No,High Rise,2024-05-08,2024-07-04,4,57,1
Kingston,No,Low Rise,2024-09-26,2024-10-01,0,5,0
Wilson,No,High Rise,2024-03-20,2024-03-27,2,7,1
Deerlick,No,High Rise,2024-08-07,2024-10-23,0,77,0
Dupont,No,Low Rise,2024-01-26,2024-01-26,0,0,0
Kennedy,No,Hotel & Motel,2024-06-25,2024-07-30,0,35,0
York Mills,No,High Rise,2024-05-23,2024-07-17,1,55,1
Jarvis,No,High Rise,2024-04-09,2024-04-09,0,0,0
Harding,No,High Rise,2024-01-23,2024-03-18,1,55,1
Lake Shore,No,High Rise,2024-02-01,2024-02-01,0,0,0
Alexander,No,High Rise,2024-01-23,2024-01-25,0,2,0
Rogers,No,High Rise,2024-02-09,2024-03-06,0,26,0
Mutual,No,High Rise,2024-05-09,2024-07-03,3,55,1
Mutual,No,High Rise,2024-05-09,2024-07-03,7,55,1
Mutual,No,High Rise,2024-05-09,2024-07-03,13,55,1
Falstaff,No,High Rise,2024-01-30,2024-02-27,3,28,1
Falstaff,No,High Rise,2024-01-30,2024-02-27,4,28,1
Milner,No,High Rise,2024-08-29,2024-08-29,0,0,0
Jane,No,High Rise,2024-09-10,2024-09-24,0,14,0
Carlton,No,Rooming House,2024-05-22,2024-05-22,0,0,0
Adelaide,No,High Rise,2024-08-15,2024-10-17,4,63,1
Adelaide,No,High Rise,2024-08-15,2024-10-17,7,63,1
Woolner,No,High Rise,2024-01-10,2024-02-21,4,42,1
Sheppard,No,High Rise,2023-11-23,2024-05-13,1,172,1
Rusholme,No,Low Rise,2024-07-11,2024-07-11,2,0,1
Victoria Park,No,High Rise,2024-08-14,2024-11-06,6,84,1
The Queensway,No,High Rise,2024-04-15,2024-09-12,4,150,1
The Queensway,No,High Rise,2024-04-15,2024-09-12,6,150,1
Hillsdale,No,Low Rise,2024-01-15,2024-07-10,3,177,1
Gamble,No,High Rise,2024-04-09,2024-08-15,3,128,1
Weston,No,High Rise,2024-04-25,2024-09-12,1,140,1
Weston,No,High Rise,2024-04-25,2024-09-12,2,140,1
Weston,No,High Rise,2024-04-25,2024-09-12,3,140,1
Weston,No,High Rise,2024-04-25,2024-09-12,4,140,1
St Andrew,No,Rooming House,2024-05-31,2024-07-29,4,59,1
Brunswick,No,Low Rise,2024-03-28,2024-06-28,5,92,1
Adanac,No,High Rise,2024-04-04,2024-04-04,0,0,0
Carlaw,No,High Rise,2024-07-25,2024-09-11,1,48,1
Lake Promenade,No,High Rise,2024-08-14,2024-08-21,0,7,0
Merton,No,High Rise,2024-05-29,2024-07-08,0,40,0
Donlands,No,High Rise,2024-07-08,2024-08-28,1,51,1
Secord,No,High Rise,2024-07-03,2024-10-08,2,97,1
York Mills,No,High Rise,2024-04-17,2024-06-24,3,68,1
Lascelles,No,High Rise,2024-04-18,2024-05-27,0,39,0
Queens Quay,No,High Rise,2024-09-16,2024-10-30,0,44,0
Church,No,Rooming House,2024-01-24,2024-03-12,1,48,1
Leslie,No,High Rise,2024-05-23,2024-09-24,2,124,1
Donlands,No,High Rise,2024-03-05,2024-03-22,1,17,1
Pharmacy,No,High Rise,2024-09-09,2024-09-09,0,0,0
Dufresne,No,High Rise,2023-11-24,2024-01-25,2,62,1
Rusholme,No,High Rise,2024-07-11,2024-07-11,0,0,0
Morningside,No,Low Rise,2024-02-27,2024-04-25,0,58,0
Stubbs,No,Low Rise,2024-01-23,2024-01-23,0,0,0
Greenbrae,No,High Rise,2024-06-21,2024-07-02,1,11,1
Eva,No,High Rise,2024-07-04,2024-07-05,0,1,0
Parliament,No,High Rise,2024-07-11,2024-08-28,4,48,1
Sheppard,No,High Rise,2024-11-06,2024-11-07,0,1,0
Eglinton,No,High Rise,2024-05-01,2024-07-10,3,70,1
Queen,No,Low Rise,2024-01-03,2024-01-04,0,1,0
Queen,No,High Rise,2024-06-27,2024-06-27,0,0,0
Hycrest,No,High Rise,2024-09-13,2024-10-01,1,18,1
Esther Shiner,No,High Rise,2024-07-30,2024-08-13,0,14,0
Lake Shore,No,High Rise,2024-06-19,2024-07-10,0,21,0
Dundas,No,High Rise,2024-09-03,2024-10-30,0,57,0
Exbury,No,High Rise,2024-02-12,2024-03-18,1,35,1
Lascelles,No,High Rise,2024-04-18,2024-08-02,1,106,1
Lascelles,No,High Rise,2024-04-18,2024-08-02,2,106,1
Lascelles,No,High Rise,2024-04-18,2024-08-02,4,106,1
George,No,Low Rise,2024-08-14,2024-10-07,4,54,1
Exbury,No,High Rise,2024-07-03,2024-09-30,1,89,1
Bathurst,No,Hospital,2024-01-18,2024-03-20,0,62,0
St Clair,No,High Rise,2024-04-22,2024-06-20,8,59,1
Sunrise,No,High Rise,2023-11-17,2024-01-02,0,46,0
Parliament,No,High Rise,2024-05-03,2024-08-12,1,101,1
Parliament,No,High Rise,2024-05-03,2024-08-12,2,101,1
Fairview,No,Rooming House,2024-05-01,2024-05-01,0,0,0
Thorncliffe Park,No,High Rise,2024-11-07,2024-11-07,0,0,0
Summerland,No,Residential Care,2024-05-28,2024-05-28,0,0,0
Graydon Hall,No,High Rise,2023-11-13,2024-01-04,1,52,1
Dundas,No,High Rise,2024-08-28,2024-10-28,1,61,1
Dundas,No,High Rise,2024-08-28,2024-10-28,6,61,1
Senlac,No,Residential Care,2024-06-26,2024-09-25,0,91,0
Parkwoods Village,No,High Rise,2024-01-02,2024-01-23,0,21,0
Markland,No,High Rise,2024-02-06,2024-03-06,1,29,1
Chalkfarm,No,High Rise,2024-10-31,2024-10-31,0,0,0
Springhurst,No,High Rise,2024-09-18,2024-09-20,0,2,0
The Esplanade,No,High Rise,2024-07-02,2024-07-02,0,0,0
Vicora Linkway,No,High Rise,2024-07-22,2024-10-31,1,101,1
Eglinton,No,High Rise,2024-06-12,2024-09-16,5,96,1
Eva,No,High Rise,2024-01-24,2024-02-13,3,20,1
Wellesley,No,High Rise,2024-05-14,2024-07-09,0,56,0
Dufferin,No,Rooming House,2024-09-18,2024-10-29,0,41,0
Glamorgan,No,High Rise,2024-06-21,2024-06-21,0,0,0
Tyndall,No,High Rise,2023-11-29,2024-05-23,1,176,1
Wellesley,No,High Rise,2024-09-04,2024-10-29,1,55,1
Bleecker,No,Low Rise,2024-03-18,2024-03-19,1,1,1
Chillery,No,Low Rise,2024-04-17,2024-04-17,0,0,0
Baseball,No,High Rise,2024-02-12,2024-06-04,1,113,1
Baseball,No,High Rise,2024-02-12,2024-06-04,4,113,1
Sherbourne,No,High Rise,2024-05-22,2024-06-19,3,28,1
Scarlett,No,High Rise,2024-05-17,2024-10-29,1,165,1
Scarlett,No,High Rise,2024-05-17,2024-10-29,3,165,1
Scarlett,No,High Rise,2024-05-17,2024-10-29,5,165,1
Scarlett,No,High Rise,2024-05-17,2024-10-29,17,165,1
Rowena,No,High Rise,2023-10-19,2024-02-29,5,133,1
Eglinton,No,High Rise,2023-12-11,2024-04-24,3,135,1
Viking,No,High Rise,2024-09-11,2024-09-19,1,8,1
Christie,No,Low Rise,2024-06-17,2024-07-25,4,38,1
Quebec,No,High Rise,2024-07-24,2024-08-28,1,35,1
Quebec,No,High Rise,2024-07-24,2024-08-28,3,35,1
Harding,No,High Rise,2024-05-10,2024-05-10,0,0,0
Carlaw,No,High Rise,2023-12-28,2024-03-20,0,83,0
Oriole,No,High Rise,2024-07-02,2024-07-02,0,0,0
Don Mills,No,High Rise,2024-01-02,2024-01-09,0,7,0
Vesta,No,High Rise,2024-02-27,2024-07-29,1,153,1
Vesta,No,High Rise,2024-02-27,2024-07-29,4,153,1
Torresdale,No,High Rise,2024-10-15,2024-10-29,0,14,0
Finch,No,High Rise,2024-08-28,2024-09-03,0,6,0
Wellesley,No,High Rise,2024-05-09,2024-06-27,3,49,1
Parkcrest,No,High Rise,2024-06-10,2024-09-30,1,112,1
Neilson,No,High Rise,2024-02-12,2024-02-21,0,9,0
Sherbourne,No,High Rise,2024-07-04,2024-07-10,0,6,0
Jane,No,High Rise,2024-01-02,2024-01-03,0,1,0
Yonge,No,High Rise,2024-09-16,2024-10-08,0,22,0
Wilson,No,Low Rise,2023-11-14,2024-02-15,0,93,0
Lake Shore,No,High Rise,2024-06-28,2024-10-08,1,102,1
Valley Woods,No,High Rise,2024-06-19,2024-09-05,4,78,1
River,No,High Rise,2024-10-07,2024-10-15,4,8,1
Forest Manor,No,High Rise,2024-02-16,2024-09-16,0,213,0
Gladstone,No,High Rise,2024-07-04,2024-08-28,1,55,1
George,No,Low Rise,2023-11-06,2024-01-03,0,58,0
Jayzel,No,High Rise,2024-07-25,2024-07-25,0,0,0
Walmer,No,High Rise,2024-07-18,2024-08-01,0,14,0
Lawrence,No,High Rise,2023-11-28,2024-02-07,0,71,0
Humber,No,High Rise,2024-05-22,2024-08-20,3,90,1
Queen,No,Low Rise,2024-02-08,2024-02-13,0,5,0
George,No,High Rise,2024-05-22,2024-06-20,2,29,1
Silver Springs,No,High Rise,2024-08-01,2024-09-19,1,49,1
Silver Springs,No,High Rise,2024-08-01,2024-09-19,2,49,1
Church,No,High Rise,2024-06-21,2024-08-29,3,69,1
Church,No,High Rise,2024-06-21,2024-08-29,7,69,1
King,No,Hotel & Motel,2024-05-27,2024-07-23,0,57,0
Midland,No,High Rise,2023-12-05,2024-07-09,8,217,1
Gordonridge,No,High Rise,2024-06-19,2024-07-04,0,15,0
John Garland,No,High Rise,2024-08-26,2024-10-15,2,50,1
John Garland,No,High Rise,2024-08-26,2024-10-15,3,50,1
Kingston,No,High Rise,2024-09-18,2024-09-25,0,7,0
Bayview,No,High Rise,2024-04-22,2024-08-21,1,121,1
Jameson,No,High Rise,2024-01-23,2024-03-01,0,38,0
Upper Canada,No,Low Rise,2024-11-20,2024-11-20,0,0,0
Buttonwood,No,Nursing Home,2024-02-20,2024-02-20,0,0,0
Bayview,No,High Rise,2024-04-08,2024-04-10,1,2,1
Harbour,No,High Rise,2024-06-18,2024-07-29,1,41,1
Don Mills,No,High Rise,2024-03-22,2024-03-25,0,3,0
Sheppard,No,High Rise,2024-07-23,2024-07-23,0,0,0
Danforth,No,Low Rise,2024-04-25,2024-06-24,6,60,1
Finch,No,High Rise,2024-04-23,2024-04-23,0,0,0
Mc Caul,No,High Rise,2024-09-25,2024-09-25,0,0,0
Stephenson,No,Low Rise,2024-01-19,2024-01-30,0,11,0
Triburnham,No,High Rise,2024-10-29,2024-10-29,0,0,0
Bathurst,No,Low Rise,2024-03-06,2024-03-22,0,16,0
Sackville,No,High Rise,2024-08-20,2024-08-20,0,0,0
Wellington,No,High Rise,2024-02-23,2024-02-23,0,0,0
Portland,No,Low Rise,2023-12-06,2024-01-05,0,30,0
Broadview,No,Low Rise,2024-01-11,2024-01-23,0,12,0
Victoria Park,No,High Rise,2024-01-23,2024-01-23,0,0,0
Bathurst,No,Low Rise,2024-01-29,2024-03-22,0,53,0
Queen,No,Rooming House,2024-01-30,2024-03-19,2,49,1
Queen,No,Rooming House,2024-01-30,2024-03-19,3,49,1
Davenport,No,Low Rise,2024-01-11,2024-06-12,3,153,1
Heath,No,High Rise,2024-04-25,2024-08-14,2,111,1
Spring Garden,No,High Rise,2024-02-26,2024-02-29,0,3,0
Christie,No,Rooming House,2024-02-02,2024-02-07,0,5,0
Morningside,No,High Rise,2024-09-26,2024-10-08,2,12,1
Avenue,No,High Rise,2024-08-15,2024-08-22,1,7,1
Richgrove,No,High Rise,2024-01-23,2024-06-05,0,134,0
Wood,No,High Rise,2024-05-03,2024-09-09,1,129,1
Wood,No,High Rise,2024-05-03,2024-09-09,3,129,1
Wood,No,High Rise,2024-05-03,2024-09-09,6,129,1
Logan,No,Low Rise,2024-02-08,2024-05-22,3,104,1
Logan,No,Low Rise,2024-02-08,2024-05-22,7,104,1
The West Mall,No,High Rise,2024-01-31,2024-03-08,2,37,1
Fontenay,No,High Rise,2024-02-16,2024-05-14,1,88,1
Fontenay,No,High Rise,2024-02-16,2024-05-14,3,88,1
SAMUEL WOOD,No,High Rise,2024-02-26,2024-04-03,1,37,1
Shuter,No,High Rise,2024-04-15,2024-04-15,0,0,0
Lake Shore,No,High Rise,2024-08-27,2024-09-03,1,7,1
Broadway,No,High Rise,2024-04-15,2024-05-08,3,23,1
Carlton,No,High Rise,2024-06-05,2024-07-24,1,49,1
Lawrence,No,High Rise,2024-10-29,2024-10-29,0,0,0
Lawrence,No,High Rise,2023-12-18,2024-06-05,6,170,1
Cosburn,No,High Rise,2024-05-30,2024-05-30,0,0,0
Yonge,No,High Rise,2024-02-21,2024-07-02,4,132,1
Omni,No,High Rise,2024-06-25,2024-08-22,0,58,0
Cassandra,No,High Rise,2024-04-16,2024-07-03,1,78,1
Islington,No,High Rise,2024-09-24,2024-11-08,1,45,1
York Mills,No,Low Rise,2024-03-11,2024-03-13,0,2,0
Balliol,No,High Rise,2024-07-02,2024-07-02,0,0,0
Queens Plate,No,High Rise,2024-02-02,2024-04-04,1,62,1
The Kingsway,No,High Rise,2024-07-23,2024-07-23,0,0,0
Charles,No,High Rise,2024-05-07,2024-07-26,3,80,1
Charles,No,High Rise,2024-05-07,2024-07-26,6,80,1
Eglinton,No,High Rise,2024-05-01,2024-06-27,6,57,1
Grenville,No,High Rise,2024-03-22,2024-05-30,1,69,1
Sherbourne,No,High Rise,2024-04-12,2024-08-16,3,126,1
Sherbourne,No,High Rise,2024-04-12,2024-08-16,4,126,1
Sherbourne,No,High Rise,2024-04-12,2024-08-16,6,126,1
Jane,No,High Rise,2024-07-03,2024-07-03,0,0,0
Gerrard,No,High Rise,2024-05-23,2024-08-21,5,90,1
Sackville,No,High Rise,2024-07-10,2024-08-07,1,28,1
Mount Pleasant,No,High Rise,2024-10-31,2024-10-31,0,0,0
Shuter,No,High Rise,2024-07-02,2024-07-02,0,0,0
Cummer,No,Low Rise,2024-04-29,2024-06-19,2,51,1
Adanac,No,High Rise,2024-04-12,2024-05-08,0,26,0
Jameson,No,High Rise,2024-10-02,2024-10-21,2,19,1
Jarvis,No,High Rise,2024-04-22,2024-04-23,1,1,1
Lawrence,No,Hospital,2024-06-25,2024-07-02,0,7,0
Richview,No,High Rise,2024-05-14,2024-11-18,4,188,1
Richview,No,High Rise,2024-05-14,2024-11-18,7,188,1
Sunrise,No,High Rise,2024-04-24,2024-10-31,7,190,1
Sunrise,No,High Rise,2024-04-24,2024-10-31,12,190,1
Victoria Park,No,High Rise,2023-12-13,2024-05-08,3,147,1
Finch,No,High Rise,2024-08-14,2024-08-14,0,0,0
McMahon,No,High Rise,2023-11-16,2024-07-03,1,230,1
Bales,No,High Rise,2024-04-25,2024-07-02,2,68,1
Canon Jackson,No,Low Rise,2024-05-02,2024-05-02,0,0,0
Avenue,No,High Rise,2024-06-06,2024-06-07,0,1,0
De Boers,No,High Rise,2024-09-10,2024-09-17,1,7,1
Dundas,No,Low Rise,2024-09-30,2024-10-23,0,23,0
Cosburn,No,High Rise,2024-05-14,2024-06-10,1,27,1
Gibbs,No,High Rise,2024-02-16,2024-03-01,0,14,0
Tuxedo,No,High Rise,2024-01-23,2024-02-15,0,23,0
Danforth,No,High Rise,2024-04-30,2024-08-14,2,106,1
Walmer,No,High Rise,2024-05-16,2024-06-26,1,41,1
Burn Hill,No,High Rise,2024-08-01,2024-09-17,1,47,1
Burn Hill,No,High Rise,2024-08-01,2024-09-17,3,47,1
Bathurst,No,High Rise,2024-06-25,2024-10-03,1,100,1
Fairview Mall,No,High Rise,2024-01-18,2024-01-23,0,5,0
The Queensway,No,High Rise,2024-03-20,2024-03-20,0,0,0
Weston,No,High Rise,2024-08-20,2024-08-22,0,2,0
Queens Plate,No,High Rise,2024-02-02,2024-04-04,2,62,1
Queens Plate,No,High Rise,2024-02-02,2024-04-04,5,62,1
Triller,No,High Rise,2024-02-20,2024-04-23,1,63,1
Donwoods,No,Low Rise,2024-04-16,2024-04-16,0,0,0
Woolner,No,High Rise,2024-02-14,2024-02-23,2,9,1
Barton,No,Rooming House,2024-06-18,2024-07-24,3,36,1
Sheppard,No,High Rise,2024-06-21,2024-06-21,0,0,0
Parliament,No,High Rise,2024-05-29,2024-08-12,2,75,1
Roselawn,No,High Rise,2024-03-13,2024-04-02,0,20,0
Carlton,No,High Rise,2024-04-24,2024-10-07,3,166,1
Carlton,No,High Rise,2024-04-24,2024-10-07,9,166,1
Carlton,No,High Rise,2024-04-24,2024-10-07,13,166,1
The Esplanade,No,High Rise,2024-08-01,2024-08-16,0,15,0
Cougar,No,High Rise,2024-06-26,2024-10-29,5,125,1
Lawrence,No,High Rise,2023-12-07,2024-03-13,3,97,1
Lawrence,No,High Rise,2023-12-07,2024-03-13,18,97,1
Dundas,No,Low Rise,2024-02-01,2024-04-03,0,62,0
Parkview,No,High Rise,2024-07-17,2024-08-28,1,42,1
Walmer,No,High Rise,2024-01-11,2024-01-11,0,0,0
The Queensway,No,High Rise,2024-03-20,2024-05-30,1,71,1
Dovercourt,No,High Rise,2024-09-12,2024-10-31,1,49,1
Elm,No,Low Rise,2024-02-07,2024-02-27,0,20,0
Rosemount,No,High Rise,2024-05-10,2024-06-21,1,42,1
Tandridge,No,High Rise,2024-05-09,2024-05-28,3,19,1
Merchants' Wharf,No,High Rise,2024-02-14,2024-04-25,2,71,1
Lawton,No,High Rise,2024-08-29,2024-09-24,1,26,1
Lawton,No,High Rise,2024-08-29,2024-09-24,2,26,1
Grenville,No,High Rise,2024-01-11,2024-01-11,0,0,0
Pharmacy,No,High Rise,2024-09-19,2024-09-27,0,8,0
Wynford Heights,No,High Rise,2024-04-02,2024-05-23,1,51,1
Wynford Heights,No,High Rise,2024-04-02,2024-05-23,7,51,1
Replin,No,Low Rise,2024-06-04,2024-10-03,4,121,1
Jameson,No,High Rise,2024-05-30,2024-07-30,0,61,0
Sheppard,No,High Rise,2024-07-18,2024-09-18,1,62,1
Eastern,No,Low Rise,2024-09-18,2024-10-11,3,23,1
Kennedy,No,High Rise,2024-05-01,2024-05-24,0,23,0
Coatsworth,No,Low Rise,2024-09-26,2024-11-20,5,55,1
Coatsworth,No,Low Rise,2024-09-26,2024-11-20,7,55,1
Dixon,No,High Rise,2024-07-04,2024-07-18,2,14,1
The Queensway,No,High Rise,2024-05-03,2024-06-19,1,47,1
Merton,No,High Rise,2024-04-17,2024-09-13,9,149,1
Sherbourne,No,High Rise,2024-07-11,2024-10-29,5,110,1
Woolner,No,High Rise,2024-01-09,2024-02-07,2,29,1
Sewells,No,High Rise,2024-08-08,2024-08-28,0,20,0
St Dennis,No,High Rise,2023-11-06,2024-01-16,4,71,1
Blue Jays,No,Hotel & Motel,2024-04-03,2024-05-07,3,34,1
Keele,No,Low Rise,2024-03-26,2024-04-02,0,7,0
Spadina,No,Rooming House,2024-05-15,2024-05-23,2,8,1
Queen,No,Low Rise,2024-06-21,2024-06-21,0,0,0
Eglinton,No,High Rise,2024-07-30,2024-11-12,2,105,1
Eglinton,No,High Rise,2024-07-30,2024-11-12,3,105,1
Cambridge,No,High Rise,2024-02-16,2024-03-07,1,20,1
Kingston,No,Low Rise,2024-09-11,2024-10-09,1,28,1
Queens Quay,No,High Rise,2024-09-04,2024-09-18,0,14,0
Dufresne,No,High Rise,2023-11-24,2024-01-25,4,62,1
Greenbrae,No,High Rise,2024-06-21,2024-07-02,2,11,1
Parliament,No,High Rise,2024-07-11,2024-08-28,1,48,1
Parliament,No,High Rise,2024-07-11,2024-08-28,2,48,1
Richgrove,No,Low Rise,2024-05-22,2024-08-27,1,97,1
Richgrove,No,Low Rise,2024-05-22,2024-08-27,5,97,1
Richgrove,No,Low Rise,2024-05-22,2024-08-27,7,97,1
Redpath,No,High Rise,2024-07-08,2024-07-08,0,0,0
Don Mills,No,Low Rise,2024-04-24,2024-06-25,0,62,0
Keele,No,Low Rise,2024-08-02,2024-10-28,0,87,0
Lawrence,No,High Rise,2024-01-12,2024-01-25,0,13,0
Oak,No,High Rise,2024-08-20,2024-08-20,0,0,0
Finch,No,Residential Care,2024-09-04,2024-09-06,0,2,0
Summerland,No,High Rise,2024-06-12,2024-07-09,0,27,0
Spadina,No,Low Rise,2024-05-13,2024-05-28,0,15,0
Brookbanks,No,High Rise,2024-05-23,2024-09-06,2,106,1
Valhalla Inn,No,High Rise,2024-05-02,2024-05-02,0,0,0
St George,No,High Rise,2024-06-18,2024-10-16,2,120,1
Wilson,No,Low Rise,2024-03-06,2024-09-25,0,203,0
Kimbercroft,No,High Rise,2024-09-05,2024-09-05,0,0,0
Beverley,No,Rooming House,2024-09-30,2024-10-30,0,30,0
Neptune,No,High Rise,2024-05-14,2024-07-26,2,73,1
Neptune,No,High Rise,2024-05-14,2024-07-26,6,73,1
Homewood,No,Low Rise,2024-04-22,2024-06-20,1,59,1
Homewood,No,Low Rise,2024-04-22,2024-06-20,5,59,1
Bay Mills,No,High Rise,2024-01-15,2024-02-26,1,42,1
Springhurst,No,High Rise,2024-01-30,2024-01-30,0,0,0
Albion,No,High Rise,2024-10-02,2024-10-04,2,2,1
St Joseph,No,High Rise,2024-09-16,2024-11-20,1,65,1
Mount Pleasant,No,High Rise,2024-09-06,2024-09-06,0,0,0
King,No,Low Rise,2024-10-04,2024-10-24,2,20,1
Don Mills,No,High Rise,2024-06-20,2024-06-20,0,0,0
Falaise,No,Low Rise,2024-09-17,2024-09-17,0,0,0
Christie,No,Low Rise,2024-06-17,2024-07-25,2,38,1
Park Vista,No,High Rise,2024-03-18,2024-03-18,0,0,0
Alberta,No,High Rise,2024-01-19,2024-03-11,1,52,1
Jane,No,High Rise,2024-01-23,2024-02-28,1,36,1
Thorncliffe Park,No,High Rise,2024-06-18,2024-08-23,1,66,1
King,No,High Rise,2024-08-16,2024-08-30,0,14,0
Gosford,No,High Rise,2024-09-04,2024-09-04,0,0,0
Deerlick,No,High Rise,2023-11-27,2024-02-21,1,86,1
Teesdale,No,High Rise,2024-07-24,2024-07-24,0,0,0
Sewells,No,High Rise,2023-12-12,2024-04-17,1,127,1
Dixon,No,High Rise,2024-05-24,2024-07-05,1,42,1
Dupont,No,High Rise,2024-08-06,2024-08-13,0,7,0
Humberline,No,High Rise,2024-01-18,2024-03-06,1,48,1
Jane,No,High Rise,2024-10-09,2024-10-10,0,1,0
East Liberty,No,High Rise,2024-05-27,2024-06-13,1,17,1
Keele,No,Low Rise,2024-08-22,2024-08-22,0,0,0
Shuter,No,High Rise,2024-08-01,2024-08-30,1,29,1
Eglinton,No,High Rise,2024-05-30,2024-09-17,4,110,1
Eglinton,No,High Rise,2024-05-30,2024-09-17,5,110,1
Eglinton,No,High Rise,2024-05-30,2024-09-17,9,110,1
Brenyon,No,High Rise,2023-12-07,2024-03-06,0,90,0
Morningside,No,High Rise,2024-09-30,2024-10-15,2,15,1
Cougar,No,High Rise,2023-12-14,2024-01-16,3,33,1
Richmond,No,Low Rise,2024-09-03,2024-10-25,2,52,1
Bathurst,No,Nursing Home,2024-11-06,2024-11-06,0,0,0
Mount Pleasant,No,High Rise,2024-08-21,2024-09-10,2,20,1
Vesta,No,High Rise,2024-02-27,2024-07-29,3,153,1
La Rose,No,High Rise,2024-04-17,2024-06-04,1,48,1
La Rose,No,High Rise,2024-04-17,2024-06-04,4,48,1
La Rose,No,High Rise,2024-04-17,2024-06-04,6,48,1
Heath,No,High Rise,2024-04-25,2024-08-14,1,111,1
Heath,No,High Rise,2024-04-25,2024-08-14,5,111,1
Richgrove,No,Low Rise,2024-05-22,2024-05-23,0,1,0
Tinder,No,Low Rise,2024-07-22,2024-08-13,0,22,0
Isabella,No,Rooming House,2024-06-19,2024-06-19,1,0,1
Boon,No,Low Rise,2024-08-27,2024-08-27,0,0,0
Mill,No,High Rise,2023-12-11,2024-01-08,1,28,1
Bogert,No,Low Rise,2024-10-16,2024-11-14,0,29,0
St George,No,High Rise,2024-01-23,2024-02-06,0,14,0
Wood,No,High Rise,2024-05-03,2024-09-09,5,129,1
Fontenay,No,High Rise,2024-02-16,2024-05-14,2,88,1
Dundas,No,Low Rise,2024-04-09,2024-06-06,5,58,1
Richmond,No,Low Rise,2024-09-03,2024-10-25,3,52,1
Leslie,No,High Rise,2024-08-23,2024-09-05,0,13,0
Weston,No,High Rise,2024-02-21,2024-05-07,6,76,1
Lower Ossington,No,High Rise,2024-05-09,2024-07-26,0,78,0
Bay,No,High Rise,2024-08-01,2024-11-01,1,92,1
Wilson,No,Hotel & Motel,2023-12-05,2024-04-26,1,143,1
Mill,No,High Rise,2024-06-12,2024-08-20,4,69,1
Mill,No,High Rise,2024-06-12,2024-08-20,5,69,1
Bathurst,No,High Rise,2024-04-19,2024-09-04,2,138,1
Summerland,No,High Rise,2024-06-18,2024-11-06,1,141,1
Main,No,High Rise,2024-01-16,2024-01-16,0,0,0
Deauville,No,High Rise,2023-11-23,2024-02-21,1,90,1
Bedford,No,High Rise,2024-02-29,2024-03-05,0,5,0
Church,No,Hospital,2024-08-27,2024-09-25,1,29,1
Shuter,No,High Rise,2024-10-04,2024-10-04,0,0,0
